hour,time_days,Q_c_W,Q_e_kW,W_c1_kW,W_c2_kW,W_total_kW,m_dot_1_kg_s,m_dot_2_kg_s,COP
2513,104.70833333333333,18847.876077401685,14.615981277900667,1.7835060856018408,2.4483887138991793,4.2318947995010205,0.013608194563807137,0.01842340705043426,4.453767631374964
2514,104.75,25743.65371940781,19.963456850120256,2.4360284886019823,3.3441683806855713,5.780196869287554,0.018586956278697768,0.025163886344028833,4.453767631374964
2515,104.79166666666667,34690.666666666664,26.901605912287575,3.2826518414861248,4.506408912892969,7.7890607543790935,0.02504671293516155,0.033909405506821366,4.453767631374964
2516,104.83333333333333,45109.68391823777,34.98125162184705,4.2685656175453595,5.859866678845356,10.128432296390717,0.03256925888892233,0.044093778276618006,4.453767631374964
2517,104.875,56290.666666666664,43.65177947593808,5.326581422240803,7.312305768487792,12.638887190728596,0.04064194506482629,0.05502295647962889,4.453767631374964
2518,104.91666666666667,67471.64941509556,52.32230733002908,6.384597226936244,8.764744858130225,15.149342085066468,0.048714631240730236,0.06595213468263976,4.453767631374965
2519,104.95833333333333,77890.66666666667,60.401953039588584,7.370511002995483,10.118202624082617,17.4887136270781,0.056237177194491034,0.07613650745243643,4.453767631374964
2520,105.0,94213.73155844377,73.08705520395097,8.905978707412155,12.220697647080645,21.1266763544928,0.06805909764769615,0.0921109011229253,4.459467735368998
2521,105.04166666666667,101689.26356544856,78.88625890215005,9.612637150716282,13.19036751258224,22.803004663298523,0.07345935039660256,0.09941958084665894,4.459467735368998
2522,105.08333333333333,106388.57944006633,82.53179074838556,10.056861218975243,13.799927472705514,23.856788691680755,0.07685409119178672,0.10401400899117834,4.459467735368999
2523,105.125,107991.42857142855,83.77521377186284,10.20837777605218,14.007837023513536,24.216214799565716,0.07801197405813128,0.10558108287108604,4.459467735368999
2524,105.16666666666667,106388.57944006631,82.53179074838555,10.056861218975241,13.799927472705512,23.856788691680755,0.07685409119178671,0.10401400899117832,4.459467735368999
2525,105.20833333333333,101689.26356544856,78.88625890215005,9.612637150716282,13.19036751258224,22.803004663298523,0.07345935039660256,0.09941958084665894,4.459467735368998
2526,105.25,94213.73155844376,73.08705520395095,8.905978707412153,12.220697647080643,21.126676354492794,0.06805909764769613,0.09211090112292529,4.459467735368999
2527,105.29166666666667,84410.4422798741,65.48207519911315,7.979278489372457,10.949088591388486,18.928367080760943,0.06097729533244767,0.082526419174478,4.459467735368999
2528,105.33333333333333,73008.45998492703,56.63689631021284,6.901454589805366,9.47010908490882,16.371563674714185,0.0527406124885278,0.07137892669750596,4.459467735368999
2529,105.375,60784.810924336576,47.15430286117936,5.74595892627817,7.884549136879045,13.630508063157215,0.04391036543998773,0.059428106882212534,4.459467735368998
2530,105.41666666666667,48572.516581046744,37.680517924837694,4.591536618713371,6.300462037495678,10.891998656209049,0.0350883209305122,0.04748838834934636,4.459467735368999
2531,105.45833333333333,37203.82463278212,28.86116428842968,3.516859639598447,4.825800704753992,8.342660344352439,0.026875686714304115,0.03637344318560448,4.459467735368998
2532,105.5,27453.492648165175,21.29726632760552,2.5951654490723985,3.5610608714872534,6.156226320559652,0.01983214024117829,0.026840736535580542,4.459467735368999
2533,105.54166666666667,19985.989638762134,15.504291188463021,1.8892659830479137,2.592432467251199,4.481698450299113,0.014437687563267385,0.019539906603931113,4.459467735368998
2534,105.58333333333333,15310.213594031526,11.877020553390617,1.4472671235805277,1.9859259170603827,3.4331930406409104,0.011059951715816408,0.014968492885306104,4.459467735368998
2535,105.625,13744.810924336587,10.662646921820429,1.299290362505302,1.7828736400108578,3.08216400251616,0.009929119814856812,0.01343802967001155,4.459467735368999
2536,105.66666666666667,15396.461234666687,11.943927849896564,1.455420071546343,1.997113313223781,3.452533384770124,0.011122256185650835,0.015052815496959616,4.459467735368998
2537,105.70833333333333,20152.607285854134,15.633546159787574,1.9050162690490575,2.6140448570175066,4.519061126066564,0.014558050556280028,0.019702805380603657,4.459467735368998
2538,105.75,27689.125584413374,21.480060461056848,2.617439717146472,3.5916254062100585,6.209065123356531,0.02000235921830459,0.027071110194844837,4.459467735368998
2539,105.79166666666667,37431.42857142858,29.037729862824445,3.5383749303928798,4.855323778211258,8.393698708604138,0.027040105620434914,0.03659596705278458,4.459467735368999
2540,105.83333333333333,48776.580689806004,37.8388222880693,4.610826700716222,6.326931701020479,10.937758401736701,0.03523573488890978,0.04768789779063202,4.459467735368999
2541,105.875,60951.42857142857,47.2835578325039,5.761709212279312,7.906161526645351,13.667870738924663,0.04403072843300036,0.05959100565888507,4.459467735368999
2542,105.91666666666667,73126.27645305113,56.72829337693851,6.912591723842403,9.485391352270224,16.397983076112627,0.052825721977090956,0.07149411352713812,4.459467735368998
2543,105.95833333333333,84471.42857142857,65.52938580218337,7.985043494165747,10.956999275079445,18.94204276924519,0.061021351245565826,0.08258604426498556,4.459467735368999
2544,106.0,81793.81812130357,63.475814899220886,7.723958452923062,10.594044769159611,18.318003222082673,0.05911907952177379,0.07998473083031579,4.465214746916285
2545,106.04166666666667,92244.30674334089,71.58588111956867,8.710819584771091,11.947606039001112,20.658425623772203,0.06667250204291542,0.09020407917078926,4.465214746916285
2546,106.08333333333333,98813.75852724531,76.68408187608604,9.331186426701692,12.798490224457568,22.129676651159258,0.0714207819416618,0.09662823009939686,4.465214746916285
2547,106.125,101054.47619047618,78.42298321239146,9.542782003641978,13.088710974442728,22.631492978084708,0.07304033178981698,0.09881938834676537,4.465214746916285
2548,106.16666666666667,98813.75852724529,76.68408187608601,9.331186426701688,12.798490224457565,22.12967665115925,0.07142078194166178,0.09662823009939683,4.465214746916286
2549,106.20833333333333,92244.30674334086,71.58588111956864,8.710819584771087,11.947606039001109,20.658425623772196,0.06667250204291539,0.09020407917078924,4.465214746916285
2550,106.25,81793.81812130354,63.475814899220865,7.72395845292306,10.594044769159607,18.318003222082666,0.05911907952177377,0.07998473083031576,4.465214746916285
2551,106.29166666666667,68113.48989892172,52.85924262090188,6.432096925499059,8.822150352520763,15.254247278019822,0.049231187861507694,0.06660697936119112,4.465214746916286
2552,106.33333333333333,52196.60012829384,40.506994345203275,4.929032291619777,6.76057349147078,11.689605783090556,0.037726750317174845,0.05104213383617349,4.465214746916285
2553,106.375,35127.85854338419,27.260855379058487,3.3171959221523344,4.549807242173364,7.867003164325698,0.02538977529543957,0.03435091275566944,4.465214746916285
2554,106.41666666666667,18070.471675775174,14.023528202730612,1.7064318019903917,2.3405116710541676,4.046943473044559,0.013061007256217902,0.017670795252768275,4.465214746916286
2555,106.45833333333333,2186.872251829702,1.6971147875688894,0.20651084400941414,0.2832466202513975,0.4897574642608117,0.001580631367130269,0.002138503770095157,4.465214746916285
2556,106.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2557,106.54166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2558,106.58333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559,106.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2560,106.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2561,106.70833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2562,106.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2563,106.79166666666667,2414.4761904761635,1.8737460515408249,0.22800395199979712,0.312726186935541,0.5407301389353381,0.00174513934166147,0.0023610736437934166,4.465214746916286
2564,106.83333333333333,18274.535784534433,14.181891461625888,1.7257019954352282,2.3669423274733132,4.092644322908542,0.013208501071158623,0.017870345942369675,4.465214746916285
2565,106.875,35294.47619047618,27.390158438491042,3.332929969213858,4.5713877827712714,7.904317751985129,0.025510203491046646,0.03451384521145075,4.465214746916286
2566,106.91666666666667,52314.41659641794,40.59842541535621,4.94015794299249,6.775833238069232,11.715991181061721,0.03781190591093468,0.05115734448053184,4.465214746916285
2567,106.95833333333333,68174.47619047618,52.90657082544126,6.437855986427919,8.830049378607,15.26790536503492,0.049275267640431816,0.06666661677910807,4.465214746916285
2568,107.0,76751.61897473651,59.58510256483735,7.2402880607808315,9.926228349118356,17.166516409899188,0.05550488010366958,0.0750696497069145,4.471007229543507
2569,107.04166666666667,89337.97388448946,69.35635245159126,8.427609402000101,11.554012030898125,19.981621432898226,0.06460702191566213,0.08738018161208595,4.471007229543507
2570,107.08333333333333,97250.08734685613,75.49881691628129,9.173990799583034,12.57727963099183,21.751270430574863,0.07032886746057299,0.0951189054852167,4.471007229543508
2571,107.125,99948.76190476192,77.59389715654126,9.428567594737931,12.92629715348274,22.35486474822067,0.07228048242031329,0.09775844008319871,4.471007229543508
2572,107.16666666666667,97250.08734685612,75.49881691628127,9.173990799583033,12.577279630991828,21.751270430574863,0.07032886746057297,0.09511890548521669,4.471007229543507
2573,107.20833333333333,89337.97388448946,69.35635245159126,8.427609402000101,11.554012030898125,19.981621432898226,0.06460702191566213,0.08738018161208595,4.471007229543507
2574,107.25,76751.61897473648,59.58510256483733,7.240288060780829,9.926228349118352,17.16651640989918,0.05550488010366956,0.07506964970691447,4.471007229543507
2575,107.29166666666667,60226.789321652985,46.756269989076976,5.6814346002038,7.789084732372224,13.470519332576025,0.04355453037971297,0.058906952553493666,4.471007229543507
2576,107.33333333333333,41011.59734063334,31.838810262670904,3.868788470464415,5.303998607498027,9.172787077962441,0.02965857689596237,0.040112850874139364,4.471007229543508
2577,107.375,20415.52661057792,15.849323613705927,1.925878509765052,2.640324487106943,4.566202996871995,0.014764005918186471,0.019968131639578057,4.471007229543507
2578,107.41666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2579,107.45833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2580,107.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2581,107.54166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2582,107.58333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2583,107.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2584,107.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2585,107.70833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2586,107.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2587,107.79166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2588,107.83333333333333,250.2935326422953,0.19431206811045415,0.023611192835908366,0.0323702716959328,0.05598146453184116,0.00018100611694728356,0.00024480848834664964,4.471007229543508
2589,107.875,20748.76190476192,16.108026419554406,1.9573139316381123,2.6834215535694086,4.640735485207521,0.015004993473850703,0.020294064266648867,4.471007229543507
2590,107.91666666666667,41247.23027688154,32.02174077099835,3.8910166704403153,5.334472835442884,9.2254895058832,0.029828980830754116,0.04034332004495108,4.471007229543507
2591,107.95833333333333,60348.76190476191,46.850961788047826,5.6929407631880204,7.804859353526072,13.497800116714092,0.04364273794708199,0.05902625217492378,4.471007229543508
2592,108.0,74130.57999691245,57.571908868257665,6.985725827470954,9.572945301183827,16.55867112865478,0.05363874767986246,0.07252118779652665,4.476843547464958
2593,108.04166666666667,89615.61058285095,69.59802237975273,8.444964081210152,11.572624121888076,20.017588203098228,0.06484326878908221,0.08767003475286476,4.4768435474649575
2594,108.08333333333333,99349.90775170203,77.15795337617789,9.362279595908033,12.829674779616116,22.191954375524148,0.0718867252102049,0.09719299805733168,4.476843547464958
2595,108.125,102670.09523809522,79.7365050535035,9.675158835173516,13.258431349418228,22.933590184591743,0.07428911702799318,0.10044110349816902,4.4768435474649575
2596,108.16666666666667,99349.90775170203,77.15795337617789,9.362279595908033,12.829674779616116,22.191954375524148,0.0718867252102049,0.09719299805733168,4.476843547464958
2597,108.20833333333333,89615.61058285095,69.59802237975273,8.444964081210152,11.572624121888076,20.017588203098228,0.06484326878908221,0.08767003475286476,4.4768435474649575
2598,108.25,74130.5799969124,57.571908868257644,6.985725827470952,9.57294530118382,16.558671128654773,0.05363874767986244,0.07252118779652661,4.4768435474649575
