hour,time_days,external_temp_C,ground_temp_C,water_temp_C,sunlight_W,Q_walls_W,Q_ground_W,Q_sun_W,Q_total_W,T_internal_C
4808,200.33333333333334,22.800000000000693,20.15000000000018,17.274539411917612,2.0,27070.741675461148,77.0072457854324,75.0,27222.74892124658,19.990595262094388
4809,200.375,24.001219330882346,20.460660171779917,17.276284316061144,2.0,38501.9910603644,213.09609239077332,75.0,38790.08715275518,20.005505832374467
4810,200.41666666666666,24.922947341949865,20.69903810567669,17.27802694305898,2.0,47207.438491923815,314.4012972303403,75.0,47596.83978915415,20.023801641352446
4811,200.45833333333334,25.502369792476586,20.848888739433598,17.279767292014636,2.0,52594.25425079174,374.0394844634556,75.0,53043.293735255196,20.04419101959777
4812,200.5,25.7,20.9,17.281505362032775,2.0,54295.766211861424,387.96673778234435,75.0,54758.73294964377,20.065239797675492
4813,200.54166666666666,25.50236979247675,20.84888873943364,17.283241152219233,2.0,52196.44795009207,355.25418693036056,75.0,52626.70213702243,20.08546904175357
4814,200.58333333333334,24.92294734194952,20.6990381056766,17.284974661681012,2.0,46439.79168188113,278.1513089784405,75.0,46792.94299085957,20.103455839832403
4815,200.625,24.00121933088186,20.46066017177979,17.286705889526292,2.0,37418.529514074784,161.93263048281514,75.0,37655.4621445576,20.11793027018169
4816,200.66666666666666,22.8000000000001,20.150000000000023,17.288434834864425,2.0,25747.869406256723,14.538277517643792,75.0,25837.407683774367,20.12786194374579
4817,200.70833333333334,21.40115046159373,19.78822856765355,17.290161496805943,2.0,12223.569771340237,-153.96713049514764,75.0,12144.602640845089,20.132530222795715
4818,200.75,19.899999999999356,19.39999999999983,17.291885874462572,2.0,-2232.290138845053,-332.08036766746727,75.0,-2489.3705065125205,20.131573330542693
4819,200.79166666666666,18.398849538405027,19.011771432346126,17.293607966947132,2.0,-16634.14840452159,-507.6435271824436,75.0,-17066.791931704036,20.12501300497418
4820,200.83333333333334,16.99999999999993,18.64999999999998,17.2953277733737,2.0,-30000.124847752795,-668.6725622549695,75.0,-30593.797410007766,20.113253016794207
4821,200.875,15.798780669118162,18.339339828220215,17.297045292857508,2.0,-41418.93453769003,-804.1739788202099,75.0,-42148.10851651024,20.09705165246798
4822,200.91666666666666,14.877052658050493,18.1009618943234,17.29876052451496,2.0,-50111.99034640786,-904.8940236922086,75.0,-50941.884370100066,20.077470037605682
4823,200.95833333333334,14.297630207523259,17.951111260566357,17.300473467463647,2.0,-55486.46236879125,-963.9493122578274,75.0,-56375.41168104908,20.05579982236155
4824,201.0,15.900000000000002,18.4,17.302184120822314,4.0,-39895.678294670855,-750.6292528039033,150.0,-40496.30754747476,20.04023339588273
4825,201.04166666666666,16.128296963863242,18.481778016906233,17.30389248371091,4.0,-37554.58974738708,-706.4997718026785,150.0,-38111.08951918976,20.02558382635512
4826,201.08333333333334,16.797629794644862,18.721539030917558,17.30559855525058,4.0,-30988.358704418475,-591.1669739316949,150.0,-31429.525678350168,20.013502591537286
4827,201.125,17.862384566049677,19.10294372515212,17.307302334563552,4.0,-20650.733044681045,-412.78668609460874,150.0,-20913.519730775653,20.00546361744265
4828,201.16666666666666,19.24999999999916,19.599999999999696,17.30900382077333,4.0,-7252.450727457494,-183.81017324080614,150.0,-7286.2609006983,20.002662842471175
4829,201.20833333333334,20.865912397813336,20.17883429175403,17.310703013004574,4.0,8287.195731284748,79.86439034156074,150.0,8517.06012162631,20.00593672589977
4830,201.25,22.59999999999991,20.799999999999965,17.312399910383114,4.0,24903.007431361344,359.97535092542233,150.0,25412.982782286766,20.015705254243354
4831,201.29166666666666,24.33408760218649,21.421165708245905,17.314094512035965,4.0,41456.4705402541,637.1420724811564,150.0,42243.612612735255,20.03194332950898
4832,201.33333333333334,25.95000000000068,22.00000000000024,17.315786817091322,4.0,56813.34403672033,892.1856906227051,150.0,57855.52972734303,20.054182489186392
4833,201.375,27.337615433950198,22.49705627484783,17.317476824678565,4.0,69920.95626973253,1107.436116166518,150.0,71178.39238589905,20.08154284076059
4834,201.41666666666666,28.40237020535581,22.878460969082674,17.31916453392828,4.0,79879.94270011409,1267.9362181726779,150.0,81297.87891828676,20.112793034462374
4835,201.45833333333334,29.07170303613671,23.118221983093743,17.320849943972146,4.0,86005.53601607363,1362.4611233795542,150.0,87517.99713945319,20.1464341872131
4836,201.5,29.3,23.199999999999996,17.322533053943122,4.0,87874.23180275425,1384.283168463393,150.0,89408.51497121764,20.180802038485673
4837,201.54166666666666,29.071703036136974,23.11822198309384,17.32421386297531,4.0,85352.64957745248,1331.6303748890355,150.0,86834.27995234152,20.214180376328816
4838,201.58333333333334,28.402370205355556,22.878460969082585,17.32589237020401,4.0,78606.62235865669,1207.8072020483755,150.0,79964.42956070507,20.24491800375863
4839,201.625,27.33761543394984,22.4970562748477,17.327568574765685,4.0,68089.89532983559,1020.9693495603784,150.0,69260.86467939596,20.271541274451334
4840,201.66666666666666,25.950000000000244,22.000000000000085,17.329242475798004,4.0,54513.20376526954,783.5679555821008,150.0,55446.77172085165,20.29285452861577
4841,201.70833333333334,24.334087602186003,21.421165708245727,17.330914072439814,4.0,38795.83750627423,511.50106809891395,150.0,39457.33857437314,20.30802158450717
4842,201.75,22.599999999999405,20.799999999999784,17.33258336383114,4.0,22002.992788725453,223.03021502331842,150.0,22376.02300374877,20.316622732070265
4843,201.79166666666666,20.86591239781285,20.17883429175385,17.334250349113233,4.0,5273.1807911288115,-62.46409294344062,150.0,5360.716698185371,20.318683344689287
4844,201.83333333333334,19.250000000000043,19.600000000000012,17.335915027428427,4.0,-10259.360109016745,-325.80311625913794,150.0,-10435.163225275883,20.314672159201564
4845,201.875,17.862384566050395,19.10294372515238,17.337577397920352,4.0,-23541.960894251224,-549.3168901022972,150.0,-23941.277784353522,20.305469341389045
4846,201.91666666666666,16.79762979464461,18.72153903091747,17.33923745973378,4.0,-33675.25964874658,-718.0484074137812,150.0,-34243.30805616036,20.292306513231864
4847,201.95833333333334,16.128296963863114,18.481778016906187,17.340895212014676,4.0,-39974.49167393999,-820.7729183343071,150.0,-40645.264592274296,20.27668282896766
4848,202.0,14.699999999999998,18.4,17.342550653910195,4.0,-53536.155158089576,-850.7628824653407,150.0,-54236.91804055492,20.25583463197769
4849,202.04166666666666,14.945334050718667,18.480074308220676,17.344203784568673,4.0,-50980.80558008663,-805.0113467698473,150.0,-51635.816926856474,20.235986275509056
4850,202.08333333333334,15.664617092752607,18.714840301106754,17.34585460313965,4.0,-43885.14415446191,-689.5861750623768,150.0,-44424.73032952428,20.218909797667088
4851,202.125,16.808831175457414,19.088299064211796,17.34750310877384,4.0,-32736.754773212873,-512.5435324997324,150.0,-33099.298305712604,20.20618671685355
4852,202.16666666666666,18.30000000000038,19.575000000000124,17.349149300623186,4.0,-18299.392481790437,-286.13797830688725,150.0,-18435.530460097325,20.199100260164414
4853,202.20833333333334,20.036502875261938,20.141775244009104,17.350793177840725,4.0,-1560.9348950637695,-25.987340657074093,150.0,-1436.9222357208437,20.198547919822968
4854,202.25,21.899999999999746,20.74999999999992,17.35243473958078,4.0,16333.939969697076,249.99160968021766,150.0,16733.931579377295,20.20498029678293
4855,202.29166666666666,23.76349712473757,21.358224755990733,17.35407398499883,4.0,34161.76154836452,522.8041548408701,150.0,34834.56570320539,20.218370399209057
4856,202.33333333333334,25.500000000000593,21.925000000000196,17.355710913251553,4.0,50703.64416759875,773.672085691983,150.0,51627.31625329074,20.23821548809311
4857,202.375,26.991168824543383,22.411700935788467,17.357345523496814,4.0,64828.35202992261,985.313402955228,150.0,65963.66543287784,20.26357134422964
4858,202.41666666666666,28.135382907247955,22.78515969889343,17.358977814893674,4.0,75569.39100497583,1143.120054114252,150.0,76862.51105909007,20.29311662131388
4859,202.45833333333334,28.854665949281625,23.01992569177942,17.36060778660238,4.0,82190.87354849033,1236.153445277711,150.0,83577.02699376804,20.325242899604604
4860,202.5,29.1,23.1,17.362235437784378,4.0,84237.66816379581,1257.8898855125806,150.0,85645.55804930838,20.35816430314366
4861,202.54166666666666,28.854665949281564,23.0199256917794,17.363860767602343,4.0,81566.41580292388,1206.6651628482018,150.0,82923.08096577208,20.390039210300014
4862,202.58333333333334,28.135382907247838,22.78515969889339,17.365483775220042,4.0,74355.29949069911,1085.787954828998,150.0,75591.0874455281,20.419095763265872
4863,202.625,26.991168824543216,22.411700935788414,17.36710445980253,4.0,63091.9013882625,903.3143448768853,150.0,64145.21573313938,20.443752623240265
4864,202.66666666666666,25.500000000000394,21.92500000000013,17.368722820516034,4.0,48539.974816897244,671.4988107978049,150.0,49361.47362769505,20.462726742033958
4865,202.70833333333334,23.76349712473734,21.358224755990662,17.370338856527976,4.0,31687.39567395248,405.95909966037254,150.0,32243.354773612853,20.47512080563903
4866,202.75,21.899999999999512,20.74999999999984,17.371952567006964,4.0,13678.840265860628,124.6119014435674,150.0,13953.452167304196,20.480484390628437
4867,202.79166666666666,20.036502875261714,20.141775244009033,17.373563951122808,4.0,-4262.222547520537,-153.5481464674633,150.0,-4265.770693988,20.478844665678068
4868,202.83333333333334,18.30000000000018,19.57500000000006,17.375173008046524,4.0,-20916.90879050774,-409.74291510736373,150.0,-21176.651705615102,20.47070454595341
4869,202.875,16.80883117545725,19.08829906421174,17.37677973695034,4.0,-35153.98435676313,-626.6904850562241,150.0,-35630.67484181936,20.45700842613642
4870,202.91666666666666,15.664617092752492,18.714840301106715,17.378384137007593,4.0,-46006.9568004857,-789.7828833467988,150.0,-46646.7396838325,20.439077827330248
4871,202.95833333333334,14.945334050718607,18.480074308220654,17.379986207392925,4.0,-52739.94025547175,-888.0815953296825,150.0,-53478.02185080144,20.418521343399032
4872,203.0,15.799999999999999,19.199999999999996,17.381585947282133,4.0,-44337.80489663071,-552.3963423408965,150.0,-44740.201238971604,20.401323601298284
4873,203.04166666666666,16.089630476542823,19.297111395076122,17.38318335585221,4.0,-41392.25399765243,-500.5762001540466,150.0,-41742.83019780648,20.385278022413583
4874,203.08333333333334,16.93878406783285,19.58182759921454,17.384778432281355,4.0,-33086.34196397505,-364.230858516899,150.0,-33300.57282249195,20.37247757343595
4875,203.125,18.289592359914874,20.034745673618513,17.386371175748966,4.0,-19995.69804980234,-153.10512791723863,150.0,-19998.80317771958,20.364790208385067
4876,203.16666666666666,20.05000000000029,20.625000000000096,17.38796158543564,4.0,-3021.986000493871,117.96177219881325,150.0,-2754.0242282950576,20.363731585555804
4877,203.20833333333334,22.1000381166285,21.31236572145779,17.389549660523176,4.0,16668.54269829788,430.04747494223403,150.0,17248.590173240114,20.37036179277853
4878,203.25,24.299999999999514,22.049999999999834,17.391135400194603,4.0,37724.526789321426,761.435987273657,150.0,38635.962776595086,20.385213118996244
4879,203.29166666666666,26.49996188337056,22.78763427854189,17.39271880363406,4.0,58701.58813799343,1089.0975923273597,150.0,59940.68573032079,20.4082537944064
4880,203.33333333333334,28.55000000000054,23.47500000000018,17.394299870026984,4.0,78160.76357370376,1390.2582798691806,150.0,79701.02185357295,20.438890170217107
4881,203.375,30.310407640085806,24.06525432638171,17.39587859855997,4.0,94766.56771073952,1643.9517507946196,150.0,96560.51946153413,20.476007189471087
4882,203.41666666666666,31.66121593216763,24.518172400785616,17.397454988420836,4.0,107378.00392988679,1832.4482291292534,150.0,109360.45215901604,20.518044390917865
4883,203.45833333333334,32.51036952345742,24.802888604923957,17.399029038798588,4.0,115126.32127237975,1942.4627103494288,150.0,117218.78398272918,20.563102266396136
4884,203.5,32.8,24.9,17.40060074888344,4.0,117474.21824259707,1966.0603059004177,150.0,119590.27854849749,20.60907172364664
4885,203.54166666666666,32.510369523456944,24.802888604923798,17.40217011786681,4.0,114252.45887817892,1901.1969861789782,150.0,116303.6558643579,20.653777831879054
4886,203.58333333333334,31.661215932167675,24.51817240078563,17.403737144941356,4.0,105671.40576277077,1751.858871237648,150.0,107573.26463400842,20.695128054070274
4887,203.625,30.31040764008587,24.06525432638173,17.40530182930084,4.0,92306.68402574972,1527.7905767811935,150.0,93984.47460253091,20.731254864208104
4888,203.66666666666666,28.55000000000062,23.475000000000207,17.40686417014032,4.0,75059.95330360814,1243.8311282257537,150.0,76453.78443183389,20.760643030351165
4889,203.70833333333334,26.49996188337065,22.787634278541923,17.408424166656044,4.0,55097.46098898704,918.9026991798102,150.0,56166.36368816685,20.782232889374967
4890,203.75,24.299999999999606,22.049999999999866,17.409981818045452,4.0,33770.56426199654,574.7210901499541,150.0,34495.28535214649,20.79549257540117
4891,203.79166666666666,22.10003811662859,21.31236572145782,17.411537123507195,4.0,12523.637195783227,234.31582621234793,150.0,12907.953021995574,20.80045427966207
4892,203.83333333333334,20.049999999998697,20.62499999999956,17.413090082241133,4.0,-7204.361084768379,-79.53927344700466,150.0,-7133.900358215384,20.79771207075072
4893,203.875,18.289592359914938,20.034745673618534,17.414640693448327,4.0,-24077.949224023505,-345.8781000332574,150.0,-24273.82732405676,20.7883814238033
4894,203.91666666666666,16.938784067832895,19.581827599214556,17.41618895633105,4.0,-36956.134617315896,-546.9710671468979,150.0,-37353.1056844628,20.77402321663315
4895,203.95833333333334,16.089630476542848,19.29711139507613,17.41773487009282,4.0,-44970.17030486691,-669.5333591058495,150.0,-45489.70366397276,20.75653737235467
4896,204.0,16.0,19.4,17.419278433938256,2.0,-45662.758774604845,-614.963608800785,75.0,-46202.72238340563,20.73877744991583
4897,204.04166666666666,16.270889681001776,19.47155576479292,17.420819647073294,2.0,-42891.72258157491,-574.473830589052,75.0,-43391.19641216396,20.722098253473384
4898,204.08333333333334,17.06509803991417,19.6813466520528,17.422358508705038,2.0,-35107.20205016846,-471.8073926439984,75.0,-35504.00944281246,20.708450822728075
4899,204.125,18.328501089567318,20.01507575950835,17.423895018041808,2.0,-22847.517438343268,-314.3300286596091,75.0,-23086.847467002877,20.699576440457506
4900,204.16666666666666,19.975000000000126,20.45000000000003,17.42542917429313,2.0,-6955.9338283908455,-113.14131967405501,75.0,-6994.0751480649005,20.69688797913416
4901,204.20833333333334,21.892388591434727,20.956480005284646,17.42696097666974,2.0,11476.80587808544,117.68171852155358,75.0,11669.487596606994,20.701373628115988
4902,204.25,23.949999999999378,21.499999999999837,17.428490424383593,2.0,31186.81317008054,362.0439552540114,75.0,31623.85712533455,20.713529562242602
4903,204.29166666666666,26.007611408564067,22.043519994715037,17.430017516647844,2.0,50823.18572468606,602.9289960541706,75.0,51501.11472074023,20.733326140361182
4904,204.33333333333334,27.92500000000036,22.550000000000097,17.4315422526769,2.0,69040.0690525361,823.5588163696412,75.0,69938.62786890574,20.760209937296857
4905,204.375,29.571498910433075,22.984924240491758,17.43306463168628,2.0,84588.3741421077,1008.5371507816884,75.0,85671.91129288939,20.793141470792285
4906,204.41666666666666,30.83490196008611,23.318653347947276,17.434584652892813,2.0,96400.90069722071,1144.8987176435958,75.0,97620.7994148643,20.830666052388118
4907,204.45833333333334,31.62911031899837,23.528444235207118,17.43610231551451,2.0,103665.06495945844,1222.9927762112802,75.0,104963.05773566972,20.871012933874017
4908,204.5,31.9,23.6,17.4376176187706,2.0,105878.2758348094,1237.1408033104465,75.0,107190.41663811986,20.91221599264364
4909,204.54166666666666,31.629110318998013,23.528444235207026,17.43913056188151,2.0,102882.18553300196,1186.0234699620676,75.0,104143.20900296402,20.95224773144631
4910,204.58333333333334,30.834901960086324,23.318653347947333,17.4406411440689,2.0,94873.48059494414,1072.7705461471305,75.0,96021.25114109127,20.98915746067384
4911,204.625,29.571498910433377,22.984924240491836,17.442149364555625,2.0,82390.47791769155,904.7476068508242,75.0,83370.22552454237,21.021204246288285
4912,204.66666666666666,27.92500000000073,22.550000000000193,17.44365522256581,2.0,66276.43923563947,693.0540750160649,75.0,67044.49331065553,21.04697556320913
4913,204.70833333333334,26.00761140856448,22.043519994715147,17.44515871732468,2.0,47622.10411541134,451.7668089493943,75.0,48148.87092436074,21.06548356812794
4914,204.75,23.949999999999804,21.49999999999995,17.446659848058786,2.0,27691.35774596988,196.98078244864396,75.0,27963.338528418524,21.076232430917337
4915,204.79166666666666,21.892388591435143,20.956480005284753,17.44815861399585,2.0,7835.099140970942,-54.28776628677118,75.0,7855.811374684171,21.079252136110263
4916,204.83333333333334,19.97499999999893,20.449999999999715,17.449655014364822,2.0,-10600.82050666881,-285.26096837011505,75.0,-10811.081475038925,21.07509645093476
4917,204.875,18.328501089566345,20.01507575950809,17.451149048395862,2.0,-26367.315469136767,-480.5427134467564,75.0,-26772.858182583524,21.064805198379485
4918,204.91666666666666,17.06509803991348,19.681346652052618,17.45264071532035,2.0,-38397.188721273655,-627.1678743348466,75.0,-38949.3565956085,21.049833406318392
4919,204.95833333333334,16.270889681001886,19.47155576479295,17.45413001437088,2.0,-45877.859763038454,-715.4858641582007,75.0,-46518.34562719666,21.03195216106478
4920,205.0,16.5,19.4,17.45561694478127,5.0,-43506.74074622188,-739.8183130160342,187.5,-44059.059059237916,21.015016244061293
4921,205.04166666666666,16.760667428888457,19.48177801690618,17.457101505786582,5.0,-40841.748625659224,-695.0679963103181,187.5,-41349.31662196954,20.999121928353848
4922,205.08333333333334,17.5249056610494,19.721539030917455,17.458583696623016,5.0,-33352.47616612271,-579.170913504498,187.5,-33744.147079627204,20.986150973310856
4923,205.125,18.740633123923153,20.102943725152358,17.460063516528066,5.0,-21556.971354121946,-400.38728583185275,187.5,-21769.8586399538,20.977782830028264
4924,205.16666666666666,20.324999999999974,20.59999999999999,17.46154096474043,5.0,-6266.715168271583,-171.26154961281733,187.5,-6250.4767178844,20.97538020143867
4925,205.20833333333334,22.170034304967015,21.178834291754356,17.463016040500012,5.0,11468.679393872095,92.23252094311032,187.5,11748.411914815206,20.97989618823822
4926,205.25,24.149999999999235,21.799999999999756,17.46448874304795,5.0,30432.996592905725,371.78039466522876,187.5,30992.276987570953,20.991809348483084
4927,205.29166666666666,26.12996569503319,22.421165708245702,17.465959071626603,5.0,49326.300926881,647.974883092387,187.5,50161.775809973384,21.01109109643696
4928,205.33333333333334,27.975000000000204,23.00000000000006,17.467427025479537,5.0,66853.52547420714,901.6387029486054,187.5,67942.66417715575,21.037207662384336
4929,205.375,29.559366876076993,23.497056274847683,17.468892603851582,5.0,81812.7284514495,1115.131370983384,187.5,83115.35982243287,21.069156479851703
4930,205.41666666666666,30.7750943389507,23.87846096908257,17.470355805988696,5.0,93177.00344735038,1273.551368451327,187.5,94638.0548158017,21.10553452050792
4931,205.45833333333334,31.539332571111597,24.118221983093832,17.471816631138154,5.0,100164.4612857953,1365.7516497056135,187.5,101717.71293550092,21.144633919833353
4932,205.5,31.799999999999997,24.199999999999996,17.47327507854842,5.0,102291.51436959978,1385.0992896755447,187.5,103864.11365927533,21.18455837682661
4933,205.54166666666666,31.539332571111338,24.11822198309375,17.47473114746917,5.0,99405.83226513336,1329.9275015077696,187.5,100923.25976664113,21.22335239530147
4934,205.58333333333334,30.775094338951074,23.87846096908269,17.47618483715133,5.0,91696.72265903618,1203.6492201141516,187.5,93087.87187915033,21.259134559193274
4935,205.625,29.55936687607752,23.497056274847846,17.477636146847026,5.0,79682.23024208874,1014.5245110967394,187.5,80884.25475318548,21.29022575938316
4936,205.66666666666666,27.975000000000847,23.000000000000263,17.47908507580962,5.0,64173.832709929804,775.0976557464207,187.5,65136.43036567623,21.31526363359407
4937,205.70833333333334,26.129965695033903,22.42116570824593,17.4805316232937,5.0,46221.13978982238,501.3422738421758,187.5,46909.98206366455,21.33329542046898
4938,205.75,24.149999999999977,21.79999999999999,17.481975788555097,5.0,27040.363963497584,211.57274272072527,187.5,27439.43670621831,21.34384289997947
4939,205.79166666666666,22.170034304966048,21.178834291754054,17.48341757085079,5.0,7931.437487871142,-74.80390239552236,187.5,8044.13358547562,21.34693499458334
4940,205.83333333333334,20.32499999999911,20.599999999999717,17.484856969439072,5.0,-9810.57594800859,-338.61053087790873,187.5,-9961.686478886499,21.34310580941635
4941,205.875,18.740633123922446,20.102943725152137,17.48629398357943,5.0,-24983.73778074148,-562.20681153311,187.5,-25358.44459227459,21.333358245076067
4942,205.91666666666666,17.5249056610489,19.7215390309173,17.487728612532575,5.0,-36561.144806660785,-730.691377085308,187.5,-37104.33618374609,21.31909566272649
4943,205.95833333333334,16.76066742888865,19.48177801690624,17.48916085556045,5.0,-43760.91104484328,-832.9173327718464,187.5,-44406.32837761512,21.30202625843391
4944,206.0,15.899999999999999,19.6,17.49059071192622,4.0,-51859.45208096554,-771.5852371567047,150.0,-52481.03731812224,21.28185300663837
4945,206.04166666666666,16.19644531128486,19.702222521132715,17.492018180894288,4.0,-48819.91387539369,-716.0991534292311,150.0,-49386.01302882293,21.26286945511348
4946,206.08333333333334,17.065578987075693,20.001923788646792,17.49344326173027,4.0,-40293.988493162775,-571.6287021315659,150.0,-40715.61719529434,21.247218727923915
4947,206.125,18.448171003677178,20.47867965644041,17.494865953701055,4.0,-26870.858152768677,-348.40437907252266,150.0,-27069.2625318412,21.23681354012886
4948,206.16666666666666,20.249999999999808,21.099999999999937,17.496286256074665,4.0,-9473.409985238903,-62.022138191778424,150.0,-9385.43212343068,21.23320586209673
4949,206.20833333333334,22.348274307609362,21.823542864692886,17.497704168120443,4.0,10704.65707692125,267.6194411769233,150.0,11122.276518098173,21.23748116792537
4950,206.25,24.600000000000918,22.600000000000318,17.499119689108923,4.0,32280.18078792526,617.6752038739761,150.0,33047.85599179924,21.250184474763305
4951,206.29166666666666,26.851725692392414,23.37645713530773,17.500532818311882,4.0,53774.79568923944,963.9102727801401,150.0,54888.70596201958,21.271283213330364
4952,206.33333333333334,28.950000000000067,24.100000000000026,17.50194355500232,4.0,73715.68115202915,1282.3516099569138,150.0,75148.03276198606,21.300169459950407
4953,206.375,30.751828996322722,24.72132034355956,17.50335189845447,4.0,90735.93154917422,1550.9217339028169,150.0,92436.85328307703,21.335701377987075
4954,206.41666666666666,32.134421012924236,25.198076211353186,17.504757847943793,4.0,103667.70849539674,1750.9432577926373,150.0,105568.65175318938,21.376281044517356
4955,206.45833333333334,33.0035546887151,25.497777478867278,17.50616140274702,4.0,111621.82698429833,1868.411716905298,150.0,113640.23870120362,21.419963358483983
4956,206.5,33.3,25.6,17.507562562142013,4.0,114048.35175855373,1894.9499441539285,150.0,116093.30170270766,21.464588608416218
4957,206.54166666666666,33.0035546887149,25.49777747886721,17.508961325407967,4.0,110774.07437086734,1828.37895460445,150.0,112752.45332547178,21.507929665448145
4958,206.58333333333334,32.13442101292385,25.198076211353055,17.51035769182527,4.0,102014.31693576678,1672.866434143559,150.0,103837.18336991034,21.54784377067368
4959,206.625,30.75182899632358,24.72132034355986,17.51175166067555,4.0,88358.25816623904,1438.642713041735,150.0,89946.90087928077,21.582418572781098
4960,206.66666666666666,28.950000000001125,24.10000000000039,17.513143231241663,4.0,70728.78170131225,1141.303580339412,150.0,72020.08528165167,21.61010246374377
4961,206.70833333333334,26.85172569239168,23.37645713530748,17.514532402807706,4.0,50319.582995019904,800.7474511088808,150.0,51270.330446128784,21.629810330405412
4962,206.75,24.60000000000016,22.60000000000006,17.515919174659004,4.0,28513.820828109587,439.81931688290615,150.0,29103.640144992492,21.64099751516422
4963,206.79166666666666,22.34827430760863,21.823542864692634,17.51730354608212,4.0,6789.857207466343,82.75389178621452,150.0,7022.611099252558,21.643696945457652
4964,206.83333333333334,20.249999999999154,21.09999999999971,17.518685516364872,4.0,-13379.490676401576,-246.47594860760034,150.0,-13475.966625009176,21.638516901735066
4965,206.875,18.44817100367664,20.478679656440224,17.520065084796244,4.0,-30627.32062136088,-525.7928845336617,150.0,-31003.11350589454,21.626599576027328
4966,206.91666666666666,17.065578987075313,20.00192378864666,17.521442250666524,4.0,-43785.79765393935,-736.5196902792359,150.0,-44372.31734421859,21.60954324527856
4967,206.95833333333334,16.196445311285178,19.70222252113282,17.522817013267225,4.0,-51965.74016633646,-864.6520616127344,150.0,-52680.39222794919,21.58929336319905
4968,207.0,16.800000000000004,20.9,17.524189371891076,4.0,-45977.21628671085,-312.4796579835704,150.0,-46139.69594469442,21.57155766757208
4969,207.04166666666666,17.09474160259927,20.98007430822061,17.525559325832063,4.0,-42977.434223738965,-268.1391229060004,150.0,-43095.57334664497,21.55499210605078
4970,207.08333333333334,17.958880257264823,21.214840301106626,17.526926874385392,4.0,-34522.67374834517,-154.2021515746826,150.0,-34526.875899919854,21.54172027689427
4971,207.125,19.333526342736377,21.588299064211615,17.52829201684752,4.0,-21198.66176791578,21.115716917195947,150.0,-21027.546050998582,21.53363747207931
4972,207.16666666666666,21.124999999999655,22.074999999999903,17.52965475251616,4.0,-3922.91973196468,245.41767932400253,150.0,-3527.5020526406774,21.532281531138473
4973,207.20833333333334,23.211215259864307,22.641775244009377,17.531015080690185,4.0,16117.763795768005,502.97048316814323,150.0,16770.73427893615,21.538728054734307
4974,207.25,25.45000000000073,23.2500000000002,17.53237300066979,4.0,37548.210674557675,775.7766151872045,150.0,38473.98728974488,21.55351711899136
4975,207.29166666666666,27.68878474013711,23.858224755991007,17.533728511756376,4.0,58898.56916299921,1044.8007954398406,150.0,60093.36995843905,21.57661648488357
4976,207.33333333333334,29.774999999999913,24.424999999999976,17.53508161325259,4.0,78704.48174511691,1291.2671935194376,150.0,80145.74893863634,21.607423809896613
4977,207.375,31.56647365726327,24.911700935788286,17.536432304462313,4.0,95606.8785347199,1497.9389637375584,150.0,97254.81749845746,21.64480771124431
4978,207.41666666666666,32.94111974273493,25.285159698893303,17.537780584690672,4.0,108444.59550230991,1650.2929010675427,150.0,110244.88840337745,21.687184882248978
4979,207.45833333333334,33.8052583974006,25.519925691779356,17.53912645324403,4.0,116333.50574545556,1737.509166987105,150.0,118221.01491244267,21.732628006532067
4980,207.5,34.1,25.6,17.540469909429987,4.0,118726.77113729218,1753.208637038797,150.0,120629.97977433098,21.778997115841534
4981,207.54166666666666,33.8052583974005,25.519925691779328,17.541810952557423,4.0,115452.10830296608,1695.8876210917997,150.0,117297.99592405788,21.82408543969734
4982,207.58333333333334,32.941119742734735,25.285159698893253,17.543149581936365,4.0,106723.529309159,1569.0203308354812,150.0,108442.54963999448,21.865769807442913
4983,207.625,31.566473657263,24.911700935788215,17.544485796878174,4.0,93126.75695827283,1380.822111516537,150.0,94657.57906978937,21.902155353051622
4984,207.66666666666666,29.77499999999958,24.424999999999887,17.545819596695416,4.0,75579.30861070039,1143.6895732832136,150.0,76872.99818398361,21.93170466129496
4985,207.70833333333334,27.68878474013674,23.858224755990907,17.547150980701907,4.0,55267.96875688106,873.355776262162,150.0,56291.324533143226,21.953342554174785
4986,207.75,25.45000000000035,23.250000000000096,17.548479948212705,4.0,33567.91147992543,587.8180421074742,150.0,34305.7295220329,21.96652937659757
4987,207.79166666666666,23.211215259863938,22.641775244009278,17.549806498544108,4.0,11948.984479357125,306.1114598933073,150.0,12405.095939250432,21.971297786993375
4988,207.83333333333334,21.124999999999325,22.074999999999815,17.55113063101366,4.0,-8124.458755142882,47.0116698962525,150.0,-7927.447085246629,21.968250545659764
4989,207.875,19.333526342736107,21.58829906421154,17.552452344940146,4.0,-25293.352348067103,-172.2446715898614,150.0,-25315.597019656965,21.95851945155169
4990,207.91666666666666,17.95888025726463,21.214840301106577,17.55377163964362,4.0,-38396.536265155766,-337.1345482017852,150.0,-38583.67081335755,21.94368822590735
4991,207.95833333333334,17.09474160259917,20.980074308220583,17.555088514445316,4.0,-46549.88758375853,-436.83830935133483,150.0,-46836.72589310986,21.925684598063775
4992,208.0,15.400000000000002,17.9,17.556402968667776,2.0,-62646.57214141222,-1824.977017788912,75.0,-64396.54915920114,21.90093112771833
4993,208.04166666666666,15.532889277472483,17.954518677937426,17.557715001634758,2.0,-61133.20176236013,-1789.0403105673433,75.0,-62847.242072927475,21.876773197468072
