hour,time_days,external_temp_C,ground_temp_C,water_temp_C,sunlight_W,Q_walls_W,Q_ground_W,Q_sun_W,Q_total_W,Q_heat_demand_W
22040,918.3333333333334,15.42473144291563,17.671428571428574,17.364288912422246,117.81646812409998,-24722.578148009943,-148.95238095237963,117.81646812409998,-24753.71406083822,24753.71406083822
22041,918.375,16.9,17.671428571428574,17.364288912422246,166.61764709199966,-10560.000000000015,-148.95238095237963,166.61764709199966,-10542.334733860394,10542.334733860394
22042,918.4166666666666,18.375268557084368,17.671428571428574,17.364288912422246,204.0641087592603,3602.578148009934,-148.95238095237963,204.0641087592603,3657.6898758168145,0.0
22043,918.4583333333334,19.75,17.671428571428574,17.364288912422246,227.60393864646198,16800.0,-148.95238095237963,227.60393864646198,16878.651557694084,0.0
22044,918.5,20.930508652763322,17.671428571428574,17.364288912422246,235.63293624820002,28132.883066527895,-148.95238095237963,235.63293624820002,28219.563621823716,0.0
22045,918.5416666666666,21.8363448015713,17.671428571428574,17.364288912422246,227.60393864646198,36828.91009508449,-148.95238095237963,227.60393864646198,36907.56165277857,0.0
22046,918.5833333333334,22.405777209847688,17.671428571428574,17.364288912422246,204.06410875926034,42295.461214537805,-148.95238095237963,204.06410875926034,42350.57294234468,0.0
22047,918.625,22.6,17.671428571428574,17.364288912422246,166.6176470919997,44160.000000000015,-148.95238095237963,166.6176470919997,44177.66526613963,0.0
22048,918.6666666666666,22.405777209847688,17.671428571428574,17.364288912422246,117.81646812409998,42295.461214537805,-148.95238095237963,117.81646812409998,42264.32530170953,0.0
22049,918.7083333333334,21.8363448015713,17.671428571428574,17.364288912422246,60.98629155446233,36828.91009508449,-148.95238095237963,60.98629155446233,36740.94400568657,0.0
22050,918.75,20.930508652763322,17.671428571428574,17.364288912422246,2.8856712115005054e-14,28132.883066527895,-148.95238095237963,2.8856712115005054e-14,27983.930685575517,0.0
22051,918.7916666666666,19.75,17.671428571428574,17.364288912422246,0.0,16800.0,-148.95238095237963,0.0,16651.047619047622,0.0
22052,918.8333333333334,18.375268557084368,17.671428571428574,17.364288912422246,0.0,3602.578148009934,-148.95238095237963,0.0,3453.625767057554,0.0
22053,918.875,16.9,17.671428571428574,17.364288912422246,0.0,-10560.000000000015,-148.95238095237963,0.0,-10708.952380952394,10708.952380952394
22054,918.9166666666666,15.42473144291563,17.671428571428574,17.364288912422246,0.0,-24722.578148009943,-148.95238095237963,0.0,-24871.53052896232,24871.53052896232
22055,918.9583333333334,14.049999999999999,17.671428571428574,17.364288912422246,0.0,-37920.00000000001,-148.95238095237963,0.0,-38068.95238095239,38068.95238095239
22056,919.0,14.895836943965739,17.414285714285715,17.402583504866016,0.0,-29799.96533792891,-265.5238095238094,0.0,-30065.489147452718,30065.489147452718
22057,919.0416666666666,14.35551362713291,17.414285714285715,17.402583504866016,0.0,-34987.06917952407,-265.5238095238094,0.0,-35252.59298904788,35252.59298904788
22058,919.0833333333334,14.015852190617169,17.414285714285715,17.402583504866016,0.0,-38247.818970075175,-265.5238095238094,0.0,-38513.342779598985,38513.342779598985
22059,919.125,13.900000000000002,17.414285714285715,17.402583504866016,0.0,-39359.99999999998,-265.5238095238094,0.0,-39625.52380952379,39625.52380952379
22060,919.1666666666666,14.015852190617169,17.414285714285715,17.402583504866016,0.0,-38247.818970075175,-265.5238095238094,0.0,-38513.342779598985,38513.342779598985
22061,919.2083333333334,14.35551362713291,17.414285714285715,17.402583504866016,0.0,-34987.06917952407,-265.5238095238094,0.0,-35252.59298904788,35252.59298904788
22062,919.25,14.89583694396574,17.414285714285715,17.402583504866016,0.0,-29799.965337928894,-265.5238095238094,0.0,-30065.489147452703,30065.489147452703
22063,919.2916666666666,15.600000000000001,17.414285714285715,17.402583504866016,30.49314577723114,-23039.999999999985,-265.5238095238094,30.49314577723114,-23275.030663746562,23275.030663746562
22064,919.3333333333334,16.42001524665143,17.414285714285715,17.402583504866016,58.90823406204999,-15167.853632146262,-265.5238095238094,58.90823406204999,-15374.469207608021,15374.469207608021
22065,919.375,17.3,17.414285714285715,17.402583504866016,83.30882354599983,-6719.999999999993,-265.5238095238094,83.30882354599983,-6902.214985977802,6902.214985977802
22066,919.4166666666666,18.17998475334857,17.414285714285715,17.402583504866016,102.03205437963015,1727.8536321462752,-265.5238095238094,102.03205437963015,1564.361877002096,0.0
22067,919.4583333333334,19.0,17.414285714285715,17.402583504866016,113.80196932323099,9600.0,-265.5238095238094,113.80196932323099,9448.278159799422,0.0
22068,919.5,19.70416305603426,17.414285714285715,17.402583504866016,117.81646812410001,16359.965337928907,-265.5238095238094,117.81646812410001,16212.257996529197,0.0
22069,919.5416666666666,20.244486372867094,17.414285714285715,17.402583504866016,113.80196932323099,21547.0691795241,-265.5238095238094,113.80196932323099,21395.34733932352,0.0
22070,919.5833333333334,20.584147809382834,17.414285714285715,17.402583504866016,102.03205437963017,24807.81897007521,-265.5238095238094,102.03205437963017,24644.32721493103,0.0
22071,919.625,20.7,17.414285714285715,17.402583504866016,83.30882354599984,25919.999999999993,-265.5238095238094,83.30882354599984,25737.78501402218,0.0
22072,919.6666666666666,20.584147809382834,17.414285714285715,17.402583504866016,58.90823406204999,24807.81897007521,-265.5238095238094,58.90823406204999,24601.20339461345,0.0
22073,919.7083333333334,20.244486372867094,17.414285714285715,17.402583504866016,30.493145777231167,21547.0691795241,-265.5238095238094,30.493145777231167,21312.038515777524,0.0
22074,919.75,19.70416305603426,17.414285714285715,17.402583504866016,1.4428356057502527e-14,16359.965337928907,-265.5238095238094,1.4428356057502527e-14,16094.441528405097,0.0
22075,919.7916666666666,19.0,17.414285714285715,17.402583504866016,0.0,9600.0,-265.5238095238094,0.0,9334.47619047619,0.0
22076,919.8333333333334,18.17998475334857,17.414285714285715,17.402583504866016,0.0,1727.8536321462752,-265.5238095238094,0.0,1462.3298226224658,0.0
22077,919.875,17.3,17.414285714285715,17.402583504866016,0.0,-6719.999999999993,-265.5238095238094,0.0,-6985.523809523802,6985.523809523802
22078,919.9166666666666,16.42001524665143,17.414285714285715,17.402583504866016,0.0,-15167.853632146262,-265.5238095238094,0.0,-15433.37744167007,15433.37744167007
22079,919.9583333333334,15.600000000000001,17.414285714285715,17.402583504866016,0.0,-23039.999999999985,-265.5238095238094,0.0,-23305.523809523795,23305.523809523795
22080,920.0,16.105456351736994,17.071428571428573,17.43952906856449,0.0,-18187.619023324864,-420.9523809523803,0.0,-18608.571404277245,18608.571404277245
22081,920.0416666666666,15.668430139592793,17.071428571428573,17.43952906856449,0.0,-22383.070659909186,-420.9523809523803,0.0,-22804.023040861568,22804.023040861568
22082,920.0833333333334,15.393703977705062,17.071428571428573,17.43952906856449,0.0,-25020.441814031405,-420.9523809523803,0.0,-25441.394194983786,25441.394194983786
22083,920.125,15.3,17.071428571428573,17.43952906856449,0.0,-25919.999999999993,-420.9523809523803,0.0,-26340.952380952374,26340.952380952374
22084,920.1666666666666,15.393703977705062,17.071428571428573,17.43952906856449,0.0,-25020.441814031405,-420.9523809523803,0.0,-25441.394194983786,25441.394194983786
22085,920.2083333333334,15.668430139592793,17.071428571428573,17.43952906856449,0.0,-22383.070659909186,-420.9523809523803,0.0,-22804.023040861568,22804.023040861568
22086,920.25,16.105456351736997,17.071428571428573,17.43952906856449,0.0,-18187.619023324827,-420.9523809523803,0.0,-18608.57140427721,18608.57140427721
22087,920.2916666666666,16.675,17.071428571428573,17.43952906856449,30.49314577723114,-12719.999999999993,-420.9523809523803,30.49314577723114,-13110.459235175142,13110.459235175142
22088,920.3333333333334,17.33824762596807,17.071428571428573,17.43952906856449,58.90823406204999,-6352.822790706534,-420.9523809523803,58.90823406204999,-6714.866937596864,6714.866937596864
22089,920.375,18.05,17.071428571428573,17.43952906856449,83.30882354599983,480.0000000000068,-420.9523809523803,83.30882354599983,142.35644259362635,0.0
22090,920.4166666666666,18.761752374031932,17.071428571428573,17.43952906856449,102.03205437963015,7312.822790706548,-420.9523809523803,102.03205437963015,6993.902464133798,0.0
22091,920.4583333333334,19.425,17.071428571428573,17.43952906856449,113.80196932323099,13680.000000000007,-420.9523809523803,113.80196932323099,13372.849588370858,0.0
22092,920.5,19.994543648263008,17.071428571428573,17.43952906856449,117.81646812410001,19147.619023324874,-420.9523809523803,117.81646812410001,18844.483110496592,0.0
22093,920.5416666666666,20.43156986040721,17.071428571428573,17.43952906856449,113.80196932323099,23343.0706599092,-420.9523809523803,113.80196932323099,23035.92024828005,0.0
22094,920.5833333333334,20.70629602229494,17.071428571428573,17.43952906856449,102.03205437963017,25980.441814031416,-420.9523809523803,102.03205437963017,25661.521487458664,0.0
22095,920.625,20.8,17.071428571428573,17.43952906856449,83.30882354599984,26880.000000000007,-420.9523809523803,83.30882354599984,26542.356442593624,0.0
22096,920.6666666666666,20.70629602229494,17.071428571428573,17.43952906856449,58.90823406204999,25980.441814031416,-420.9523809523803,58.90823406204999,25618.397667141086,0.0
22097,920.7083333333334,20.43156986040721,17.071428571428573,17.43952906856449,30.493145777231167,23343.0706599092,-420.9523809523803,30.493145777231167,22952.611424734052,0.0
22098,920.75,19.994543648263008,17.071428571428573,17.43952906856449,1.4428356057502527e-14,19147.619023324874,-420.9523809523803,1.4428356057502527e-14,18726.666642372493,0.0
22099,920.7916666666666,19.425,17.071428571428573,17.43952906856449,0.0,13680.000000000007,-420.9523809523803,0.0,13259.047619047627,0.0
22100,920.8333333333334,18.761752374031932,17.071428571428573,17.43952906856449,0.0,7312.822790706548,-420.9523809523803,0.0,6891.870409754169,0.0
22101,920.875,18.05,17.071428571428573,17.43952906856449,0.0,480.0000000000068,-420.9523809523803,0.0,59.04761904762654,0.0
22102,920.9166666666666,17.33824762596807,17.071428571428573,17.43952906856449,0.0,-6352.822790706534,-420.9523809523803,0.0,-6773.775171658914,6773.775171658914
22103,920.9583333333334,16.675,17.071428571428573,17.43952906856449,0.0,-12719.999999999993,-420.9523809523803,0.0,-13140.952380952373,13140.952380952373
22104,921.0,13.78621753619448,17.13571428571429,17.4751146557498,0.0,-40452.311652533,-391.80952380952203,0.0,-40844.121176342516,40844.121176342516
22105,921.0416666666666,13.142597114673022,17.13571428571429,17.4751146557498,0.0,-46631.06769913899,-391.80952380952203,0.0,-47022.87722294851,47022.87722294851
22106,921.0833333333334,12.738000403529272,17.13571428571429,17.4751146557498,0.0,-50515.19612611899,-391.80952380952203,0.0,-50907.00564992851,50907.00564992851
22107,921.125,12.599999999999998,17.13571428571429,17.4751146557498,0.0,-51840.00000000002,-391.80952380952203,0.0,-52231.80952380954,52231.80952380954
22108,921.1666666666666,12.738000403529274,17.13571428571429,17.4751146557498,0.0,-50515.19612611897,-391.80952380952203,0.0,-50907.00564992849,50907.00564992849
22109,921.2083333333334,13.142597114673022,17.13571428571429,17.4751146557498,0.0,-46631.06769913899,-391.80952380952203,0.0,-47022.87722294851,47022.87722294851
22110,921.25,13.786217536194481,17.13571428571429,17.4751146557498,0.0,-40452.311652532975,-391.80952380952203,0.0,-40844.121176342494,40844.121176342494
22111,921.2916666666666,14.625,17.13571428571429,17.4751146557498,60.98629155446228,-32400.0,-391.80952380952203,60.98629155446228,-32730.823232255058,32730.823232255058
22112,921.3333333333334,15.60178286733479,17.13571428571429,17.4751146557498,117.81646812409998,-23022.88447358601,-391.80952380952203,117.81646812409998,-23296.877529271434,23296.877529271434
22113,921.375,16.65,17.13571428571429,17.4751146557498,166.61764709199966,-12960.000000000015,-391.80952380952203,166.61764709199966,-13185.191876717538,13185.191876717538
22114,921.4166666666666,17.698217132665206,17.13571428571429,17.4751146557498,204.0641087592603,-2897.115526414018,-391.80952380952203,204.0641087592603,-3084.8609414642797,3084.8609414642797
22115,921.4583333333334,18.674999999999997,17.13571428571429,17.4751146557498,227.60393864646198,6479.999999999973,-391.80952380952203,227.60393864646198,6315.794414836912,0.0
22116,921.5,19.513782463805516,17.13571428571429,17.4751146557498,235.63293624820002,14532.311652532951,-391.80952380952203,235.63293624820002,14376.13506497163,0.0
22117,921.5416666666666,20.157402885326974,17.13571428571429,17.4751146557498,227.60393864646198,20711.06769913895,-391.80952380952203,227.60393864646198,20546.862113975887,0.0
22118,921.5833333333334,20.561999596470724,17.13571428571429,17.4751146557498,204.06410875926034,24595.196126118946,-391.80952380952203,204.06410875926034,24407.450711068683,0.0
22119,921.625,20.7,17.13571428571429,17.4751146557498,166.6176470919997,25919.999999999993,-391.80952380952203,166.6176470919997,25694.80812328247,0.0
22120,921.6666666666666,20.561999596470724,17.13571428571429,17.4751146557498,117.81646812409998,24595.196126118946,-391.80952380952203,117.81646812409998,24321.203070433523,0.0
22121,921.7083333333334,20.157402885326974,17.13571428571429,17.4751146557498,60.98629155446233,20711.06769913895,-391.80952380952203,60.98629155446233,20380.244466883887,0.0
22122,921.75,19.513782463805516,17.13571428571429,17.4751146557498,2.8856712115005054e-14,14532.311652532951,-391.80952380952203,2.8856712115005054e-14,14140.50212872343,0.0
22123,921.7916666666666,18.674999999999997,17.13571428571429,17.4751146557498,0.0,6479.999999999973,-391.80952380952203,0.0,6088.190476190451,0.0
22124,921.8333333333334,17.698217132665206,17.13571428571429,17.4751146557498,0.0,-2897.115526414018,-391.80952380952203,0.0,-3288.92505022354,3288.92505022354
22125,921.875,16.65,17.13571428571429,17.4751146557498,0.0,-12960.000000000015,-391.80952380952203,0.0,-13351.809523809537,13351.809523809537
22126,921.9166666666666,15.60178286733479,17.13571428571429,17.4751146557498,0.0,-23022.88447358601,-391.80952380952203,0.0,-23414.693997395534,23414.693997395534
22127,921.9583333333334,14.625,17.13571428571429,17.4751146557498,0.0,-32400.0,-391.80952380952203,0.0,-32791.80952380952,32791.80952380952
22128,922.0,11.328069990999367,17.357142857142858,17.509329721644463,0.0,-64050.52808640608,-291.4285714285712,0.0,-64341.95665783465,64341.95665783465
22129,922.0416666666666,10.390450117671811,17.357142857142858,17.509329721644463,0.0,-73051.67887035062,-291.4285714285712,0.0,-73343.10744177918,73343.10744177918
22130,922.0833333333334,9.801037624894498,17.357142857142858,17.509329721644463,0.0,-78710.03880101282,-291.4285714285712,0.0,-79001.46737244139,79001.46737244139
22131,922.125,9.600000000000001,17.357142857142858,17.509329721644463,0.0,-80639.99999999999,-291.4285714285712,0.0,-80931.42857142855,80931.42857142855
22132,922.1666666666666,9.801037624894498,17.357142857142858,17.509329721644463,0.0,-78710.03880101282,-291.4285714285712,0.0,-79001.46737244139,79001.46737244139
22133,922.2083333333334,10.390450117671811,17.357142857142858,17.509329721644463,0.0,-73051.67887035062,-291.4285714285712,0.0,-73343.10744177918,73343.10744177918
22134,922.25,11.32806999099937,17.357142857142858,17.509329721644463,0.0,-64050.52808640604,-291.4285714285712,0.0,-64341.95665783461,64341.95665783461
22135,922.2916666666666,12.55,17.357142857142858,17.509329721644463,60.98629155446228,-52319.99999999999,-291.4285714285712,60.98629155446228,-52550.4422798741,52550.4422798741
22136,922.3333333333334,13.972967633895129,17.357142857142858,17.509329721644463,117.81646812409998,-38659.51071460676,-291.4285714285712,117.81646812409998,-38833.12281791123,38833.12281791123
22137,922.375,15.5,17.357142857142858,17.509329721644463,166.61764709199966,-24000.0,-291.4285714285712,166.61764709199966,-24124.810924336572,24124.810924336572
22138,922.4166666666666,17.027032366104873,17.357142857142858,17.509329721644463,204.0641087592603,-9340.489285393222,-291.4285714285712,204.0641087592603,-9427.853748062531,9427.853748062531
22139,922.4583333333334,18.45,17.357142857142858,17.509329721644463,227.60393864646198,4319.999999999993,-291.4285714285712,227.60393864646198,4256.175367217884,0.0
22140,922.5,19.67193000900063,17.357142857142858,17.509329721644463,235.63293624820002,16050.52808640604,-291.4285714285712,235.63293624820002,15994.73245122567,0.0
22141,922.5416666666666,20.60954988232819,17.357142857142858,17.509329721644463,227.60393864646198,25051.67887035061,-291.4285714285712,227.60393864646198,24987.8542375685,0.0
22142,922.5833333333334,21.198962375105502,17.357142857142858,17.509329721644463,204.06410875926034,30710.03880101282,-291.4285714285712,204.06410875926034,30622.674338343506,0.0
22143,922.625,21.4,17.357142857142858,17.509329721644463,166.6176470919997,32639.999999999985,-291.4285714285712,166.6176470919997,32515.189075663413,0.0
22144,922.6666666666666,21.198962375105502,17.357142857142858,17.509329721644463,117.81646812409998,30710.03880101282,-291.4285714285712,117.81646812409998,30536.426697708346,0.0
22145,922.7083333333334,20.60954988232819,17.357142857142858,17.509329721644463,60.98629155446233,25051.67887035061,-291.4285714285712,60.98629155446233,24821.2365904765,0.0
22146,922.75,19.67193000900063,17.357142857142858,17.509329721644463,2.8856712115005054e-14,16050.52808640604,-291.4285714285712,2.8856712115005054e-14,15759.09951497747,0.0
22147,922.7916666666666,18.45,17.357142857142858,17.509329721644463,0.0,4319.999999999993,-291.4285714285712,0.0,4028.5714285714216,0.0
22148,922.8333333333334,17.027032366104873,17.357142857142858,17.509329721644463,0.0,-9340.489285393222,-291.4285714285712,0.0,-9631.917856821792,9631.917856821792
22149,922.875,15.5,17.357142857142858,17.509329721644463,0.0,-24000.0,-291.4285714285712,0.0,-24291.428571428572,24291.428571428572
22150,922.9166666666666,13.972967633895129,17.357142857142858,17.509329721644463,0.0,-38659.51071460676,-291.4285714285712,0.0,-38950.93928603533,38950.93928603533
22151,922.9583333333334,12.55,17.357142857142858,17.509329721644463,0.0,-52319.99999999999,-291.4285714285712,0.0,-52611.428571428565,52611.428571428565
22152,923.0,11.516369055210982,17.257142857142856,17.54216412758603,0.0,-62242.857069974576,-336.7619047619052,0.0,-62579.618974736484,62579.618974736484
22153,923.0416666666666,10.205290418778382,17.257142857142856,17.54216412758603,0.0,-74829.21197972752,-336.7619047619052,0.0,-75165.97388448943,75165.97388448943
22154,923.0833333333334,9.381111933115188,17.257142857142856,17.54216412758603,0.0,-82741.3254420942,-336.7619047619052,0.0,-83078.0873468561,83078.0873468561
22155,923.125,9.100000000000001,17.257142857142856,17.54216412758603,0.0,-85439.99999999999,-336.7619047619052,0.0,-85776.7619047619,85776.7619047619
22156,923.1666666666666,9.38111193311519,17.257142857142856,17.54216412758603,0.0,-82741.32544209418,-336.7619047619052,0.0,-83078.08734685609,83078.08734685609
22157,923.2083333333334,10.205290418778382,17.257142857142856,17.54216412758603,0.0,-74829.21197972752,-336.7619047619052,0.0,-75165.97388448943,75165.97388448943
22158,923.25,11.516369055210985,17.257142857142856,17.54216412758603,0.0,-62242.85706997454,-336.7619047619052,0.0,-62579.61897473645,62579.61897473645
22159,923.2916666666666,13.225000000000003,17.257142857142856,17.54216412758603,121.97258310892455,-45839.99999999997,-336.7619047619052,121.97258310892455,-46054.789321652956,46054.789321652956
22160,923.3333333333334,15.214742877904207,17.257142857142856,17.54216412758603,235.63293624819997,-26738.46837211961,-336.7619047619052,235.63293624819997,-26839.597340633314,26839.597340633314
22161,923.375,17.35,17.257142857142856,17.54216412758603,333.2352941839993,-6239.999999999986,-336.7619047619052,333.2352941839993,-6243.526610577893,6243.526610577893
22162,923.4166666666666,19.485257122095796,17.257142857142856,17.54216412758603,408.1282175185206,14258.468372119638,-336.7619047619052,408.1282175185206,14329.834684876254,0.0
22163,923.4583333333334,21.475,17.257142857142856,17.54216412758603,455.20787729292397,33360.000000000015,-336.7619047619052,455.20787729292397,33478.44597253103,0.0
22164,923.5,23.18363094478902,17.257142857142856,17.54216412758603,471.26587249640005,49762.85706997458,-336.7619047619052,471.26587249640005,49897.36103770907,0.0
22165,923.5416666666666,24.49470958122162,17.257142857142856,17.54216412758603,455.20787729292397,62349.21197972756,-336.7619047619052,455.20787729292397,62467.657952258574,0.0
22166,923.5833333333334,25.318888066884817,17.257142857142856,17.54216412758603,408.12821751852067,70261.32544209424,-336.7619047619052,408.12821751852067,70332.69175485085,0.0
22167,923.625,25.6,17.257142857142856,17.54216412758603,333.2352941839994,72960.00000000001,-336.7619047619052,333.2352941839994,72956.4733894221,0.0
22168,923.6666666666666,25.318888066884817,17.257142857142856,17.54216412758603,235.63293624819997,70261.32544209424,-336.7619047619052,235.63293624819997,70160.19647358054,0.0
22169,923.7083333333334,24.49470958122162,17.257142857142856,17.54216412758603,121.97258310892467,62349.21197972756,-336.7619047619052,121.97258310892467,62134.422658074574,0.0
22170,923.75,23.18363094478902,17.257142857142856,17.54216412758603,5.771342423001011e-14,49762.85706997458,-336.7619047619052,5.771342423001011e-14,49426.095165212675,0.0
22171,923.7916666666666,21.475,17.257142857142856,17.54216412758603,0.0,33360.000000000015,-336.7619047619052,0.0,33023.238095238106,0.0
22172,923.8333333333334,19.485257122095796,17.257142857142856,17.54216412758603,0.0,14258.468372119638,-336.7619047619052,0.0,13921.706467357733,0.0
22173,923.875,17.35,17.257142857142856,17.54216412758603,0.0,-6239.999999999986,-336.7619047619052,0.0,-6576.761904761892,6576.761904761892
22174,923.9166666666666,15.214742877904207,17.257142857142856,17.54216412758603,0.0,-26738.46837211961,-336.7619047619052,0.0,-27075.230276881513,27075.230276881513
22175,923.9583333333334,13.225000000000003,17.257142857142856,17.54216412758603,0.0,-45839.99999999997,-336.7619047619052,0.0,-46176.76190476188,46176.76190476188
22176,924.0,12.801724394270309,17.22142857142857,17.573608144031397,0.0,-49903.445815005034,-352.95238095238096,0.0,-50256.398195957416,50256.398195957416
22177,924.0416666666666,11.498591688967604,17.22142857142857,17.573608144031397,0.0,-62413.519785911,-352.95238095238096,0.0,-62766.47216686338,62766.47216686338
22178,924.0833333333334,10.679408224429642,17.22142857142857,17.573608144031397,0.0,-70277.68104547544,-352.95238095238096,0.0,-70630.63342642783,70630.63342642783
22179,924.125,10.400000000000002,17.22142857142857,17.573608144031397,0.0,-72959.99999999999,-352.95238095238096,0.0,-73312.95238095237,73312.95238095237
22180,924.1666666666666,10.679408224429643,17.22142857142857,17.573608144031397,0.0,-70277.68104547543,-352.95238095238096,0.0,-70630.63342642781,70630.63342642781
22181,924.2083333333334,11.498591688967604,17.22142857142857,17.573608144031397,0.0,-62413.519785911,-352.95238095238096,0.0,-62766.47216686338,62766.47216686338
22182,924.25,12.801724394270313,17.22142857142857,17.573608144031397,0.0,-49903.445815005,-352.95238095238096,0.0,-50256.39819595738,50256.39819595738
22183,924.2916666666666,14.500000000000004,17.22142857142857,17.573608144031397,91.4794373316934,-33599.99999999996,-352.95238095238096,91.4794373316934,-33861.472943620654,33861.472943620654
22184,924.3333333333334,16.477683830159332,17.22142857142857,17.573608144031397,176.72470218614998,-14614.23523047041,-352.95238095238096,176.72470218614998,-14790.462909236643,14790.462909236643
22185,924.375,18.6,17.22142857142857,17.573608144031397,249.92647063799947,5760.000000000014,-352.95238095238096,249.92647063799947,5656.974089685632,0.0
22186,924.4166666666666,20.72231616984067,17.22142857142857,17.573608144031397,306.09616313889046,26134.235230470436,-352.95238095238096,306.09616313889046,26087.379012656944,0.0
22187,924.4583333333334,22.700000000000003,17.22142857142857,17.573608144031397,341.405907969693,45120.00000000003,-352.95238095238096,341.405907969693,45108.453527017344,0.0
22188,924.5,24.39827560572969,17.22142857142857,17.573608144031397,353.4494043723,61423.44581500503,-352.95238095238096,353.4494043723,61423.94283842495,0.0
22189,924.5416666666666,25.7014083110324,17.22142857142857,17.573608144031397,341.405907969693,73933.51978591103,-352.95238095238096,341.405907969693,73921.97331292834,0.0
22190,924.5833333333334,26.52059177557036,17.22142857142857,17.573608144031397,306.0961631388905,81797.68104547544,-352.95238095238096,306.0961631388905,81750.82482766196,0.0
22191,924.625,26.8,17.22142857142857,17.573608144031397,249.9264706379995,84480.0,-352.95238095238096,249.9264706379995,84376.97408968562,0.0
22192,924.6666666666666,26.52059177557036,17.22142857142857,17.573608144031397,176.72470218614998,81797.68104547544,-352.95238095238096,176.72470218614998,81621.45336670922,0.0
22193,924.7083333333334,25.7014083110324,17.22142857142857,17.573608144031397,91.4794373316935,73933.51978591103,-352.95238095238096,91.4794373316935,73672.04684229035,0.0
22194,924.75,24.39827560572969,17.22142857142857,17.573608144031397,4.3285068172507575e-14,61423.44581500503,-352.95238095238096,4.3285068172507575e-14,61070.493434052645,0.0
22195,924.7916666666666,22.700000000000003,17.22142857142857,17.573608144031397,0.0,45120.00000000003,-352.95238095238096,0.0,44767.04761904765,0.0
22196,924.8333333333334,20.72231616984067,17.22142857142857,17.573608144031397,0.0,26134.235230470436,-352.95238095238096,0.0,25781.282849518055,0.0
22197,924.875,18.6,17.22142857142857,17.573608144031397,0.0,5760.000000000014,-352.95238095238096,0.0,5407.047619047633,0.0
22198,924.9166666666666,16.477683830159332,17.22142857142857,17.573608144031397,0.0,-14614.23523047041,-352.95238095238096,0.0,-14967.187611422793,14967.187611422793
22199,924.9583333333334,14.500000000000004,17.22142857142857,17.573608144031397,0.0,-33599.99999999996,-352.95238095238096,0.0,-33952.952380952345,33952.952380952345
22200,925.0,16.395836943965737,17.65,17.603652453439878,0.0,-15399.965337928927,-158.6666666666673,0.0,-15558.632004595594,15558.632004595594
22201,925.0416666666666,15.85551362713291,17.65,17.603652453439878,0.0,-20587.06917952407,-158.6666666666673,0.0,-20745.73584619074,20745.73584619074
22202,925.0833333333334,15.515852190617169,17.65,17.603652453439878,0.0,-23847.81897007518,-158.6666666666673,0.0,-24006.485636741847,24006.485636741847
22203,925.125,15.400000000000002,17.65,17.603652453439878,0.0,-24959.999999999978,-158.6666666666673,0.0,-25118.666666666646,25118.666666666646
22204,925.1666666666666,15.515852190617169,17.65,17.603652453439878,0.0,-23847.81897007518,-158.6666666666673,0.0,-24006.485636741847,24006.485636741847
22205,925.2083333333334,15.85551362713291,17.65,17.603652453439878,0.0,-20587.06917952407,-158.6666666666673,0.0,-20745.73584619074,20745.73584619074
22206,925.25,16.39583694396574,17.65,17.603652453439878,0.0,-15399.965337928894,-158.6666666666673,0.0,-15558.632004595562,15558.632004595562
22207,925.2916666666666,17.1,17.65,17.603652453439878,60.98629155446228,-8639.999999999985,-158.6666666666673,60.98629155446228,-8737.680375112192,8737.680375112192
22208,925.3333333333334,17.92001524665143,17.65,17.603652453439878,117.81646812409998,-767.8536321462616,-158.6666666666673,117.81646812409998,-808.7038306888289,808.7038306888289
22209,925.375,18.8,17.65,17.603652453439878,166.61764709199966,7680.000000000007,-158.6666666666673,166.61764709199966,7687.95098042534,0.0
22210,925.4166666666666,19.67998475334857,17.65,17.603652453439878,204.0641087592603,16127.853632146274,-158.6666666666673,204.0641087592603,16173.251074238866,0.0
22211,925.4583333333334,20.5,17.65,17.603652453439878,227.60393864646198,24000.0,-158.6666666666673,227.60393864646198,24068.937271979794,0.0
22212,925.5,21.20416305603426,17.65,17.603652453439878,235.63293624820002,30759.96533792891,-158.6666666666673,235.63293624820002,30836.93160751044,0.0
22213,925.5416666666666,21.744486372867094,17.65,17.603652453439878,227.60393864646198,35947.0691795241,-158.6666666666673,227.60393864646198,36016.0064515039,0.0
22214,925.5833333333334,22.084147809382834,17.65,17.603652453439878,204.06410875926034,39207.81897007521,-158.6666666666673,204.06410875926034,39253.21641216781,0.0
22215,925.625,22.2,17.65,17.603652453439878,166.6176470919997,40319.99999999999,-158.6666666666673,166.6176470919997,40327.950980425325,0.0
22216,925.6666666666666,22.084147809382834,17.65,17.603652453439878,117.81646812409998,39207.81897007521,-158.6666666666673,117.81646812409998,39166.96877153265,0.0
22217,925.7083333333334,21.744486372867094,17.65,17.603652453439878,60.98629155446233,35947.0691795241,-158.6666666666673,60.98629155446233,35849.3888044119,0.0
22218,925.75,21.20416305603426,17.65,17.603652453439878,2.8856712115005054e-14,30759.96533792891,-158.6666666666673,2.8856712115005054e-14,30601.29867126224,0.0
22219,925.7916666666666,20.5,17.65,17.603652453439878,0.0,24000.0,-158.6666666666673,0.0,23841.333333333332,0.0
22220,925.8333333333334,19.67998475334857,17.65,17.603652453439878,0.0,16127.853632146274,-158.6666666666673,0.0,15969.186965479606,0.0
